,user_id,item_id,Sentimiento
0,76561197970982479,1250,positivo
1,76561197970982479,22200,positivo
2,76561197970982479,43110,neutral
3,js41637,251610,positivo
4,js41637,227300,neutral
5,js41637,239030,neutral
6,evcentric,370360,positivo
7,evcentric,237930,positivo
8,evcentric,263360,negativo
9,evcentric,107200,positivo
10,evcentric,224500,positivo
11,doctr,250320,positivo
12,doctr,20920,positivo
13,doctr,204100,positivo
14,doctr,224600,positivo
15,doctr,207610,negativo
16,doctr,108710,positivo
17,maplemage,211420,neutral
18,maplemage,211820,neutral
19,maplemage,730,positivo
20,maplemage,204300,positivo
21,Wackky,249130,negativo
22,Wackky,207610,negativo
23,Wackky,550,neutral
24,Wackky,65800,negativo
25,Wackky,220,positivo
26,76561198089393905,72850,negativo
27,76561198089393905,440,neutral
28,76561198077246154,304930,neutral
29,WeiEDKrSat,4000,neutral
30,thequeenpanda,42910,neutral
31,death-hunter,232090,neutral
32,death-hunter,1250,positivo
33,death-hunter,4000,positivo
34,DJKamBer,304930,negativo
35,DJKamBer,570,positivo
36,DJKamBer,218620,positivo
37,DJKamBer,224260,neutral
38,DJKamBer,1250,positivo
39,DJKamBer,440,neutral
40,Rainbow-Dashie,730,positivo
41,Rainbow-Dashie,440,positivo
42,Rainbow-Dashie,49520,negativo
43,76561198043472122,33440,negativo
44,MarbleShrine,220200,positivo
45,PPanther,211820,neutral
46,devvonst,440,positivo
47,devvonst,218740,neutral
48,devvonst,550,positivo
49,starkillershadow553,238090,positivo
50,starkillershadow553,277430,neutral
51,76561198058373434,8870,neutral
52,76561198048353577,368230,negativo
53,76561198048353577,33930,neutral
54,76561198066046412,359320,negativo
55,76561198066046412,219640,positivo
56,tru_mu_,287980,neutral
57,76561198070565427,208090,neutral
58,76561198070565427,242700,neutral
59,76561198070565427,570,neutral
60,76561198070565427,224260,neutral
61,SavageEeEe,221100,positivo
62,76561198076909484,570,negativo
63,KanadeTheNeko,331470,positivo
64,KanadeTheNeko,4000,neutral
65,GoAwayZach,304930,positivo
66,76561198054540475,12210,positivo
67,76561198054540475,265210,neutral
68,76561198054540475,48700,neutral
69,76561198061252210,730,positivo
70,OfficialShroomsy,113200,neutral
71,boydeer,440,neutral
72,boydeer,383080,neutral
73,VVillis,213670,neutral
74,76561198083226897,105600,negativo
75,76561198075277292,730,neutral
76,76561198075277292,570,positivo
77,76561198028895010,231180,positivo
78,76561198028895010,620,positivo
79,diego9031,223710,neutral
80,diego9031,299360,neutral
81,diego9031,322330,positivo
82,diego9031,1250,neutral
83,diego9031,12100,neutral
84,diego9031,204360,positivo
85,diego9031,440,negativo
86,diego9031,224260,neutral
87,jarrodtrim,440,positivo
88,76561198067936203,440,positivo
89,76561198079770573,1840,neutral
90,76561198087586464,440,positivo
91,Derp-e,440,positivo
92,76561198070194565,233250,neutral
93,76561198070194565,248570,neutral
94,Rivtex,298630,neutral
95,UTNerd24,244210,neutral
96,UTNerd24,440,negativo
97,UTNerd24,376920,positivo
98,UTNerd24,257750,neutral
99,UTNerd24,221910,negativo
100,UTNerd24,2280,positivo
101,sandwiches1,417860,neutral
102,76561198138053270,218620,positivo
103,lucaswerg,218620,neutral
104,lucaswerg,222880,neutral
105,Life-Of-Blu,377160,positivo
106,Life-Of-Blu,211820,neutral
107,CaptianAutismo,252490,positivo
108,76561198075895633,440,neutral
109,kube134,251990,positivo
110,iamthekingofbrowntown,344760,negativo
111,iamthekingofbrowntown,252950,neutral
112,iamthekingofbrowntown,399730,positivo
113,yookobz,377160,positivo
114,yookobz,219150,positivo
115,Posiblydead,277430,positivo
116,Posiblydead,239820,positivo
117,Posiblydead,17410,positivo
118,Mossy_Gaming,440,positivo
119,76561198102421718,270550,neutral
120,76561198102421718,274940,positivo
121,76561198102421718,333930,neutral
122,76561198087407319,440,negativo
123,76561198056741844,730,neutral
124,sad-commie,212070,positivo
125,sad-commie,264140,neutral
126,76561198030567998,332800,neutral
127,76561198030567998,319630,positivo
128,76561198030567998,6020,neutral
129,76561198030567998,55230,positivo
130,76561198030567998,32430,neutral
131,Coldaniel,35450,positivo
132,Coldaniel,440,neutral
133,Coldaniel,236390,positivo
134,therealmorty,351570,neutral
135,therealmorty,212680,negativo
136,Berserklejerker,391540,neutral
137,76561198061730629,550,neutral
138,YoHuNz,440,neutral
139,YoHuNz,570,neutral
140,possessioniskey,72850,positivo
141,possessioniskey,440,neutral
142,possessioniskey,113400,negativo
143,76561198093112529,440,neutral
144,76561198060447950,200510,positivo
145,whiteofwolfing,730,positivo
146,sergarino,383080,neutral
147,76561198081962345,1250,neutral
148,Nozomikat,265610,neutral
149,Nozomikat,264200,neutral
150,Nozomikat,417860,neutral
151,Nozomikat,333600,positivo
152,Nozomikat,213670,neutral
153,Nozomikat,91310,neutral
154,Nozomikat,210770,negativo
155,xfluttersx,351640,neutral
156,xfluttersx,105600,positivo
157,xfluttersx,440,positivo
158,xfluttersx,47870,positivo
159,xfluttersx,383080,positivo
160,xfluttersx,410,positivo
161,76561198056290589,730,positivo
162,ii_voltage_ii,253710,neutral
163,ii_voltage_ii,339280,positivo
164,ii_voltage_ii,271290,positivo
165,ii_voltage_ii,203290,positivo
166,76561198097762318,440,neutral
167,76561198097762318,233150,negativo
168,Hirukaz,550,neutral
169,StelerForYou,730,positivo
170,StelerForYou,211820,positivo
171,76561198183396245,440,positivo
172,Xx-Woods,224260,positivo
173,Xx-Woods,317360,positivo
174,Xx-Woods,295550,positivo
175,Xx-Woods,250180,neutral
176,Xx-Woods,227940,neutral
177,Xx-Woods,17520,neutral
178,Xx-Woods,113420,positivo
179,kevinator23,320760,negativo
180,kevinator23,8850,neutral
181,kevinator23,233720,neutral
182,kevinator23,218620,negativo
183,kevinator23,730,positivo
184,kevinator23,219740,positivo
185,kevinator23,220240,neutral
186,kevinator23,440,neutral
187,76561198090715178,4000,positivo
188,76561198090715178,304930,positivo
189,CatsWhale,333950,neutral
190,CatsWhale,388520,neutral
191,CatsWhale,107410,neutral
192,CatsWhale,206210,neutral
193,76561198073784601,221100,positivo
194,mimimomoma,730,negativo
195,76561198102410011,440,neutral
196,de_Butl3r,209870,neutral
197,Bluezap1,440,positivo
198,Bluezap1,730,positivo
199,Bluezap1,362890,positivo
200,Bluezap1,413850,neutral
201,76561198074200011,730,positivo
202,L1J1N,570,positivo
203,Lord_Exploit,311560,neutral
204,Lord_Exploit,322170,neutral
205,AVATAR715,48240,negativo
206,AVATAR715,440,positivo
207,AVATAR715,248570,neutral
208,AVATAR715,264140,negativo
209,AVATAR715,4000,neutral
210,AVATAR715,266430,positivo
211,AVATAR715,316010,positivo
212,AVATAR715,249570,neutral
213,76561198078752187,240,negativo
214,A-Very-Sly-Person,304930,neutral
215,A-Very-Sly-Person,440,neutral
216,76561197994493402,264200,positivo
217,76561197994493402,440,positivo
218,76561198065656175,383080,neutral
219,97396295,301520,positivo
220,97396295,243870,positivo
221,97396295,218230,positivo
222,76561198126640317,251570,positivo
223,76561198126640317,221100,neutral
224,76561198126640317,316010,positivo
225,76561198126640317,218230,neutral
226,76561198126640317,333930,positivo
227,76561198126640317,222880,neutral
228,76561198126640317,730,neutral
229,DemonicWolvz,55230,positivo
230,DemonicWolvz,232090,positivo
231,DemonicWolvz,4000,negativo
232,DemonicWolvz,206420,positivo
233,DemonicWolvz,224260,neutral
234,DemonicWolvz,550,positivo
235,DieMadchenschanderin,346110,neutral
236,DieMadchenschanderin,380770,negativo
237,DieMadchenschanderin,227680,neutral
238,GGargula,233250,neutral
239,getf0kinn0sc0pedm9,730,negativo
240,76561198141443390,730,positivo
241,whodafuqisthisguilao,730,positivo
242,Magjiikal,370480,positivo
243,Magjiikal,313740,neutral
244,ohnospaghet,1840,positivo
245,ohnospaghet,440,positivo
246,ohnospaghet,266210,positivo
247,ohnospaghet,264200,positivo
248,2768820078,287700,neutral
249,2768820078,377160,neutral
250,2768820078,221380,neutral
251,2768820078,333950,neutral
252,2768820078,222420,neutral
253,2768820078,271590,neutral
254,2768820078,298110,neutral
255,2768820078,222440,neutral
256,2d4nk4m3,317470,negativo
257,2d4nk4m3,47410,positivo
258,76561198095921854,245620,positivo
259,EizanAratoFujimaki,70,neutral
260,TeCool,274980,neutral
261,TeCool,202090,positivo
262,TeCool,339280,neutral
263,TeCool,314130,negativo
264,2xDelorean,570,neutral
265,2xDelorean,212680,positivo
266,2xDelorean,200210,positivo
267,2xDelorean,440,positivo
268,washington_,417860,neutral
269,jewxxl,251970,positivo
270,76561198088944293,304930,neutral
271,76561198092540221,400,positivo
272,76561198092540221,620,positivo
273,76561198092540221,238460,positivo
274,76561198092540221,6060,positivo
275,76561198092540221,440,positivo
276,76561198051258119,730,positivo
277,nubquake123,265610,positivo
278,Pyromanic,31280,neutral
279,Pyromanic,4000,positivo
280,Pyromanic,240,positivo
281,CobRazor,252490,negativo
282,relesprit,8930,positivo
283,WitchHunter4542,304930,positivo
284,WitchHunter4542,237310,neutral
285,WitchHunter4542,224260,positivo
286,pwrt,230410,neutral
287,pwrt,440,positivo
288,wantmahbody,440,positivo
289,benedictcuminherbatch,570,positivo
290,76561198031207016,8930,positivo
291,76561198043458582,105600,negativo
292,76561198043458582,221100,positivo
293,76561198043458582,107410,positivo
294,76561198043458582,231430,neutral
295,smashiroshh,218620,positivo
296,killbunny38,570,positivo
297,killbunny38,333930,negativo
298,76561198047630659,230410,neutral
299,1337lolroflmao,271590,neutral
300,1337lolroflmao,218620,neutral
301,1337lolroflmao,219740,positivo
302,1337lolroflmao,7940,positivo
303,1337lolroflmao,234190,negativo
304,1337lolroflmao,10180,positivo
305,1337lolroflmao,33900,positivo
306,1337lolroflmao,261030,positivo
307,1337lolroflmao,243470,neutral
308,sithjjf,302830,neutral
309,76561198060039459,570,neutral
310,OzfurAtlas,212680,negativo
311,76561198065593074,304930,negativo
312,76561198065593074,304050,positivo
313,76561198065593074,203750,negativo
314,76561198044169764,227940,neutral
315,76561198044169764,355180,neutral
316,76561198044169764,4000,neutral
317,euzi,236390,positivo
318,76561197961778802,730,positivo
319,thisissohardtomakeoneup,440,neutral
320,76561198087010391,4000,positivo
321,66666669999999,302830,neutral
322,76561198061174192,220200,positivo
323,76561198061174192,242760,neutral
324,ReMiXOfficalSteam,352460,positivo
325,Wilfire77,322920,positivo
326,76561198084390807,234792,neutral
327,76561198084390807,252490,neutral
328,Mastic,304050,neutral
329,Mastic,550,positivo
330,Mastic,206420,positivo
331,76561198028286104,10180,positivo
332,tarjla,304930,neutral
333,tarjla,265750,neutral
334,tarjla,252490,positivo
335,tarjla,4000,positivo
336,tarjla,211820,negativo
337,tarjla,105600,positivo
338,tarjla,730,positivo
339,deathnz1,276340,positivo
340,76561198104393251,304930,neutral
341,redsncrimson,274920,positivo
342,redsncrimson,211820,positivo
343,redsncrimson,49520,positivo
344,redsncrimson,223510,neutral
345,redsncrimson,440,positivo
346,H1DD3NT3RR0R,240,neutral
347,H1DD3NT3RR0R,105600,neutral
348,H1DD3NT3RR0R,204300,positivo
349,H1DD3NT3RR0R,730,neutral
350,H1DD3NT3RR0R,440,negativo
351,H1DD3NT3RR0R,570,negativo
352,76561198071214618,268750,positivo
353,76561198115115631,570,positivo
354,76561198071175142,570,positivo
355,76561198071175142,271590,positivo
356,t8s,360870,neutral
357,t8s,730,positivo
358,pikawuu2,12900,positivo
359,Sammeh00,301520,neutral
360,Michaelele,6060,negativo
361,Michaelele,730,positivo
362,Michaelele,107410,neutral
363,Michaelele,304930,positivo
364,76561198045754869,335670,negativo
365,76561198076098774,215080,positivo
366,76561198103253374,570,neutral
367,76561198048417105,271590,neutral
368,76561198048417105,730,positivo
369,76561198090842891,8190,neutral
370,76561198055767971,247730,negativo
371,76561197998052647,233630,neutral
372,76561198145436942,221100,positivo
373,jjas01,208812,negativo
374,jjas01,218620,neutral
375,jjas01,243120,positivo
376,jjas01,234140,positivo
377,jjas01,204450,positivo
378,jjas01,225260,neutral
379,jjas01,50300,positivo
380,jjas01,201810,positivo
381,3xotic26,500,positivo
382,3xotic26,440,positivo
383,3xotic26,49520,positivo
384,3xotic26,550,positivo
385,iamthetrashlord,206420,neutral
386,iamthetrashlord,213670,positivo
387,3dster,550,positivo
388,76561198079990063,231040,positivo
389,Forty-Nine,221100,neutral
390,76561198051017916,351040,neutral
391,76561198051017916,250600,neutral
392,L4M1NAS,221100,positivo
393,76561197995322437,264710,positivo
394,imsojipper,218620,neutral
395,76561198084542731,206420,neutral
396,76561198084542731,47790,positivo
397,76561198103671881,570,positivo
398,mrpfresh,346110,negativo
399,GamerFag,440,positivo
400,GamerFag,70,neutral
401,GamerFag,420,positivo
402,GamerFag,380,positivo
403,GamerFag,220,positivo
404,GamerFag,1250,positivo
405,EHS-R3AP3R,339230,neutral
406,EHS-R3AP3R,349700,positivo
407,EHS-R3AP3R,226700,positivo
408,EHS-R3AP3R,209160,positivo
409,chidori_647,219990,negativo
410,chidori_647,213670,neutral
411,chidori_647,21100,negativo
412,chidori_647,8190,neutral
413,chidori_647,215470,negativo
414,76561198092227136,730,positivo
415,76561198092227136,1250,neutral
416,hellcat59,4000,neutral
417,76561198007584361,401650,neutral
418,tbimperator,35450,positivo
419,Allahu_Akbar666,230410,positivo
420,Allahu_Akbar666,304930,negativo
421,ulramite,290020,neutral
422,ulramite,248860,neutral
423,-GM-Dragon,226700,negativo
424,-GM-Dragon,244850,neutral
425,76561198054040292,298260,neutral
426,76561198078799606,370240,negativo
427,76561198078799606,730,positivo
428,76561198078799606,233450,neutral
429,I_DID_911_JUST_SAYING,221260,neutral
430,diabeticfuck,218620,negativo
431,diabeticfuck,419070,neutral
432,diabeticfuck,333930,neutral
433,diabeticfuck,287700,neutral
434,76561198054465623,302830,neutral
435,76561198054465623,24240,positivo
436,76561198054465623,39800,neutral
437,76561198054465623,250600,neutral
438,76561198054465623,105600,positivo
439,76561198054465623,113020,neutral
440,aaropro,440,neutral
441,abiam,238960,neutral
442,FrankoWalker,310370,neutral
443,FrankoWalker,260410,neutral
444,FrankoWalker,236390,negativo
445,LightfootSword7,221100,neutral
446,SALTTHEW0UND,248820,neutral
447,SALTTHEW0UND,730,positivo
448,SALTTHEW0UND,550,positivo
449,SALTTHEW0UND,204030,positivo
450,SALTTHEW0UND,440,positivo
451,SALTTHEW0UND,383080,positivo
452,express157,304930,positivo
453,76561198074644990,242760,neutral
454,76561198074644990,207230,positivo
455,76561198074644990,9180,negativo
456,76561198064304806,730,negativo
457,TomoeMamiewe,10150,neutral
458,76561198057086148,214950,neutral
459,Acidius99,218620,positivo
460,Acidius99,220240,positivo
461,Acidius99,271290,negativo
462,acorn13,313740,neutral
463,acorn13,34330,neutral
464,acorn13,271590,positivo
465,AddzyTheBaddzy,291550,positivo
466,AddzyTheBaddzy,259080,positivo
467,mrfunkyjunkie,233250,neutral
468,mrfunkyjunkie,256350,positivo
469,mrfunkyjunkie,249380,positivo
470,76561198167207237,391540,negativo
471,76561198167207237,265930,neutral
472,76561198167207237,620,positivo
473,cancerkek,730,neutral
474,76561198073508075,10090,positivo
475,76561198073508075,218680,neutral
476,advenger95,22370,positivo
477,advenger95,307690,neutral
478,advenger95,72850,positivo
479,EndAtHallow,1250,neutral
480,76561198063624801,440,negativo
481,aeryal,440,positivo
482,76561198070263209,570,neutral
483,76561198015968275,248610,neutral
484,Agiegamma,208090,positivo
485,76561198082614708,250340,positivo
486,Agronoth,244850,positivo
487,Agronoth,221640,positivo
488,Agronoth,104900,positivo
489,Agronoth,105600,positivo
490,Agronoth,9450,neutral
491,UnholyFallenAngel,262410,positivo
492,UnholyFallenAngel,222940,positivo
493,UnholyFallenAngel,221040,neutral
494,76561198068565589,221100,neutral
495,76561198068565589,286570,neutral
496,76561198068565589,263440,positivo
497,SlutOnTheSpit,4000,positivo
498,WestyGaming,223710,neutral
499,NaruseAiria,317360,positivo
500,NaruseAiria,108600,negativo
501,NaruseAiria,259080,positivo
502,NaruseAiria,208520,neutral
503,76561198067713802,239660,neutral
504,76561198067713802,304930,positivo
505,Alex680,4000,positivo
506,alansiulun,295270,positivo
507,alansiulun,265930,positivo
508,Albolah,283920,neutral
509,Albolah,440,positivo
510,Albolah,294650,neutral
511,76561198003056556,233720,neutral
512,maxpaynepillkiller,12120,neutral
513,maxpaynepillkiller,55230,positivo
514,AlexNoClutch,227860,negativo
515,Alexwai04,218620,neutral
516,76561198095481910,208090,negativo
517,AlkalineDeath,228280,neutral
518,AlkalineDeath,240760,neutral
519,76561198075935236,226700,neutral
520,76561198075935236,250900,positivo
521,mintifreshbadger,35450,neutral
522,AlpacaRevolution,212680,positivo
523,AlpacaRevolution,346110,neutral
524,76561198071952798,205100,positivo
525,76561198009001563,570,neutral
526,76561198016753953,271290,positivo
527,76561198016753953,570,neutral
528,smegmyfoodle,346010,positivo
529,smegmyfoodle,239250,negativo
530,76561198057869849,313120,positivo
531,76561198058836921,211820,positivo
532,lol_ursuchanoob,218620,negativo
533,lol_ursuchanoob,12210,negativo
534,lol_ursuchanoob,220240,neutral
535,lol_ursuchanoob,17300,neutral
536,AMV72,206440,positivo
537,AMV72,209100,negativo
538,AMV72,209000,neutral
539,AMV72,218060,positivo
540,AMV72,24240,positivo
541,76561198069170979,440,positivo
542,76561198132540690,730,negativo
543,76561198132540690,220200,neutral
544,711armageddoncarmageddon,113020,neutral
545,711armageddoncarmageddon,105600,positivo
546,711armageddoncarmageddon,9480,positivo
547,Andraison,22230,negativo
548,76561198055790408,203770,positivo
549,76561198069560699,550,positivo
550,76561198069560699,259080,neutral
551,76561198069560699,72850,neutral
552,76561198069560699,8870,neutral
553,76561198099625419,230410,neutral
554,76561198099625419,200260,neutral
555,76561198099625419,19900,positivo
556,76561198099625419,241540,neutral
557,76561198099625419,220,neutral
558,76561198084032274,227940,negativo
559,76561198084032274,236390,positivo
560,Angrovar,17390,positivo
561,Angrovar,359320,neutral
562,AngryAinsley,317360,neutral
563,AngryAinsley,253030,neutral
564,AngryAinsley,295110,positivo
565,AngryAinsley,264710,positivo
566,uradumbtit,274310,neutral
567,uradumbtit,4000,positivo
568,IKillNoobsFirst,730,positivo
569,76561198037888300,344770,positivo
570,1234865654,22380,positivo
571,76561198084123358,9900,positivo
572,Apachehavoc,107410,neutral
573,ApexNZ,221640,positivo
574,ApexNZ,202170,positivo
575,ApexNZ,49520,neutral
576,ApexNZ,245490,positivo
577,ApexNZ,313120,neutral
578,76561198039441595,113020,neutral
579,76561198039441595,319510,positivo
580,76561198039441595,20,neutral
581,76561198039441595,209080,negativo
582,76561198039441595,223470,neutral
583,76561198039441595,417860,neutral
584,76561198039441595,269250,neutral
585,76561198039441595,313740,negativo
586,76561198039441595,8190,negativo
587,76561198036687918,377160,neutral
588,benjamin27,730,neutral
589,benjamin27,244850,positivo
590,AppoGetsSuperAdmin,212500,neutral
591,AppoGetsSuperAdmin,570,negativo
592,AppoGetsSuperAdmin,104900,neutral
593,76561198049916759,219990,positivo
594,76561198049916759,293260,positivo
595,XABLAUziitu,214420,positivo
596,XABLAUziitu,105600,neutral
597,XABLAUziitu,440,neutral
598,XABLAUziitu,200210,neutral
599,76561198012909706,218130,positivo
600,dragonchief,252490,neutral
601,76561198040530605,218230,positivo
602,76561198040530605,104900,positivo
603,76561198040530605,440,positivo
604,76561198040530605,240,neutral
605,76561197974500703,8980,negativo
606,76561197974500703,31270,neutral
607,76561197974500703,113200,neutral
608,76561197974500703,8190,neutral
609,76561197974500703,43000,positivo
610,76561197974500703,18700,neutral
611,76561197974500703,98800,neutral
612,76561197974500703,107100,positivo
613,76561197974500703,630,neutral
614,76561197974500703,57300,positivo
615,76561198047185525,213670,positivo
616,76561198047185525,218620,neutral
617,76561198047185525,226620,neutral
618,bilyitu,570,neutral
619,bilyitu,730,neutral
620,76561198021244661,105600,positivo
621,76561198088538797,209870,positivo
622,deployablearchnagel,265630,neutral
623,rotflmaoman,401920,neutral
624,armouredmarshmallow,440,neutral
625,armouredmarshmallow,346900,neutral
626,armouredmarshmallow,630,positivo
627,76561198020928326,70,neutral
628,Array71,8500,negativo
629,Array71,244850,positivo
630,76561198039874575,221100,negativo
631,arronlim13,99900,positivo
632,ARTHERDUNGER10,250900,positivo
633,Mackus1011,211820,positivo
634,Mackus1011,380600,positivo
635,Mackus1011,22380,neutral
636,Mackus1011,252490,negativo
637,76561198041877981,2450,neutral
638,76561198041877981,241540,negativo
639,darkmassieh,107410,neutral
640,darkmassieh,230190,neutral
641,darkmassieh,391270,neutral
642,darkmassieh,301520,positivo
643,darkmassieh,227680,positivo
644,asianturtlefrenzy,246420,neutral
645,asianturtlefrenzy,289130,positivo
646,asianturtlefrenzy,234630,positivo
647,asianturtlefrenzy,249050,positivo
648,asianturtlefrenzy,418340,positivo
649,asianturtlefrenzy,223850,positivo
650,asianturtlefrenzy,263020,negativo
651,asianturtlefrenzy,287980,neutral
652,asianturtlefrenzy,245550,positivo
653,blowjobsfurdayzandgayz,570,neutral
654,blowjobsfurdayzandgayz,417860,neutral
655,blowjobsfurdayzandgayz,96100,negativo
656,76561198082992295,4000,neutral
657,76561198082992295,570,positivo
658,76561198082992295,440,positivo
659,LaLocaDeLosDulces,80,neutral
660,76561198064352761,56400,positivo
661,assassin_warman,72850,neutral
